-3.14159	-1
-3.13159	-0.99995
-3.12159	-0.9998
-3.11159	-0.99955
-3.10159	-0.9992
-3.09159	-0.99875
-3.08159	-0.998201
-3.07159	-0.997551
-3.06159	-0.996802
-3.05159	-0.995953
-3.04159	-0.995004
-3.03159	-0.993956
-3.02159	-0.992809
-3.01159	-0.991562
-3.00159	-0.990216
-2.99159	-0.988771
-2.98159	-0.987227
-2.97159	-0.985585
-2.96159	-0.983844
-2.95159	-0.982004
-2.94159	-0.980067
-2.93159	-0.978031
-2.92159	-0.975897
-2.91159	-0.973666
-2.90159	-0.971338
-2.89159	-0.968912
-2.88159	-0.96639
-2.87159	-0.963771
-2.86159	-0.961055
-2.85159	-0.958244
-2.84159	-0.955336
-2.83159	-0.952334
-2.82159	-0.949235
-2.81159	-0.946042
-2.80159	-0.942755
-2.79159	-0.939373
-2.78159	-0.935897
-2.77159	-0.932327
-2.76159	-0.928665
-2.75159	-0.924909
-2.74159	-0.921061
-2.73159	-0.917121
-2.72159	-0.913089
-2.71159	-0.908966
-2.70159	-0.904752
-2.69159	-0.900447
-2.68159	-0.896052
-2.67159	-0.891568
-2.66159	-0.886995
-2.65159	-0.882333
-2.64159	-0.877583
-2.63159	-0.872745
-2.62159	-0.867819
-2.61159	-0.862807
-2.60159	-0.857709
-2.59159	-0.852525
-2.58159	-0.847255
-2.57159	-0.841901
-2.56159	-0.836463
-2.55159	-0.830941
-2.54159	-0.825336
-2.53159	-0.819648
-2.52159	-0.813878
-2.51159	-0.808028
-2.50159	-0.802096
-2.49159	-0.796084
-2.48159	-0.789992
-2.47159	-0.783822
-2.46159	-0.777573
-2.45159	-0.771246
-2.44159	-0.764842
-2.43159	-0.758362
-2.42159	-0.751806
-2.41159	-0.745174
-2.40159	-0.738469
-2.39159	-0.731689
-2.38159	-0.724836
-2.37159	-0.717911
-2.36159	-0.710914
-2.35159	-0.703845
-2.34159	-0.696707
-2.33159	-0.689498
-2.32159	-0.682221
-2.31159	-0.674876
-2.30159	-0.667463
-2.29159	-0.659983
-2.28159	-0.652437
-2.27159	-0.644827
-2.26159	-0.637151
-2.25159	-0.629412
-2.24159	-0.62161
-2.23159	-0.613746
-2.22159	-0.60582
-2.21159	-0.597834
-2.20159	-0.589788
-2.19159	-0.581683
-2.18159	-0.57352
-2.17159	-0.5653
-2.16159	-0.557023
-2.15159	-0.54869
-2.14159	-0.540302
-2.13159	-0.531861
-2.12159	-0.523366
-2.11159	-0.514819
-2.10159	-0.50622
-2.09159	-0.497571
-2.08159	-0.488872
-2.07159	-0.480124
-2.06159	-0.471328
-2.05159	-0.462485
-2.04159	-0.453596
-2.03159	-0.444662
-2.02159	-0.435682
-2.01159	-0.42666
-2.00159	-0.417595
-1.99159	-0.408487
-1.98159	-0.39934
-1.97159	-0.390152
-1.96159	-0.380925
-1.95159	-0.37166
-1.94159	-0.362358
-1.93159	-0.353019
-1.92159	-0.343646
-1.91159	-0.334238
-1.90159	-0.324796
-1.89159	-0.315322
-1.88159	-0.305817
-1.87159	-0.296281
-1.86159	-0.286715
-1.85159	-0.277121
-1.84159	-0.267499
-1.83159	-0.25785
-1.82159	-0.248175
-1.81159	-0.238476
-1.80159	-0.228753
-1.79159	-0.219007
-1.78159	-0.209239
-1.77159	-0.19945
-1.76159	-0.189641
-1.75159	-0.179813
-1.74159	-0.169967
-1.73159	-0.160104
-1.72159	-0.150225
-1.71159	-0.140332
-1.70159	-0.130424
-1.69159	-0.120503
-1.68159	-0.11057
-1.67159	-0.100626
-1.66159	-0.0906716
-1.65159	-0.0807084
-1.64159	-0.0707372
-1.63159	-0.0607589
-1.62159	-0.0507745
-1.61159	-0.040785
-1.60159	-0.0307915
-1.59159	-0.0207948
-1.58159	-0.0107961
