1	9.000000000000000222044604925031e-01
2	8.999999999999991118215802998748e+00
3	8.019801980198035806779444101267e-01
4	7.077669902912635535585650359280e-01
5	1.157800827434770418733478436479e+00
6	3.344660773932994768387061412795e-01
7	1.371587627535615361296095215948e-01
8	3.001550572354894086402055108920e-02
9	2.174961017918697336881450610235e-03
10	3.219314016200680583779103471898e-05
11	3.504809065191238914849236607552e-08
12	5.642153411145045538432896137238e-13
13	5.642153411145045538432896137238e-13
14	5.642153411145045538432896137238e-13
15	5.642153411145045538432896137238e-13
16	5.642153411145045538432896137238e-13
17	5.642153411145045538432896137238e-13
18	5.642153411145045538432896137238e-13
19	5.642153411145045538432896137238e-13
20	5.642153411145045538432896137238e-13
